address,roll_number,year_of_sale,month_of_sale,sale_price,longitude,latitude
71 LAURENTIA BAY,9001522000,2018,3,"$305,000",-96.9828176,49.8937799
544 MCMEANS AVE E,9002418000,2018,3,"$235,000",-96.9838857,49.9053714
60 PAULLEY DR,9003115600,2018,3,"$214,000",-96.9865607,49.9080319
145 THOM AVE E,9002211300,2018,3,"$200,000",-96.999571,49.907221
2 BLAIRMORE GDNS,9010138600,2018,3,"$255,000",-96.962794,49.902839
99 CHADWICK CRES,9010306900,2018,3,"$378,000",-96.9620734,49.8991384
31 FOXBOROUGH RD,9010160700,2018,3,"$300,000",-96.966975,49.907907
23 GEORGE RESHAUR BAY,9010323200,2018,3,"$371,500",-96.9654094,49.8949671
35 HARLOW BAY,9010436100,2018,3,"$399,900",-96.9772227,49.894054
1095 KILDARE AVE E,9003784900,2018,3,"$280,000",-96.9715901,49.9010303
690 MCMEANS AVE E,9003936900,2018,3,"$204,900",-96.9762178,49.9053177
43 MILLWOOD MEADOW,9010178600,2018,3,"$229,900",-96.9732412,49.9073198
52 ZAWALY BAY,9003780300,2018,3,"$255,000",-96.9718528,49.9014239
1841 PLESSIS RD,9006245600,2018,3,"$246,000",-97.024826,49.912053
163 ROUGEAU AVE,9007475400,2018,3,"$335,000",-97.0454463,49.8918732
368 ROUGEAU AVE,9007503200,2018,3,"$218,000",-97.0549511,49.8925306
78 ANGELA EVERTS DR,4007253185,2018,3,"$586,900",-97.0490016,49.9095068
46 MCLELLAN DR,4006952400,2018,3,"$305,000",-97.0407925,49.9200714
212 ORUM DR,4006106800,2018,3,"$355,000",-97.042555,49.9247118
50 VILLAGE COVE,6093423100,2018,3,"$315,000",-97.0326766,49.8853529
959 DUGAS ST,6021032000,2018,2,"$268,000",-97.0772767,49.872078
3 OAKMONT AVE,6025009000,2018,2,"$220,500",-97.0910766,49.8728053
22 BLUE SPRUCE CRES,8004778100,2018,2,"$295,000",-97.1269857,49.822971
118 RAVINE DR,8008122800,2018,2,"$450,000",-97.1359127,49.8163146
337 RIVER RD,8004631800,2018,2,"$265,000",-97.134927,49.819347
345 RIVER RD,8004632200,2018,2,"$325,000",-97.1346327,49.8191251
34 RIVER RD,8003639600,2018,2,"$457,000",-97.129379,49.834232
27 BOULDER BAY,6022097000,2018,2,"$200,000",-97.086282,49.8611151
13 JUBINVILLE BAY,6042858000,2018,2,"$326,500",-97.0713925,49.8641567
27 PETERBORO BAY,6044342000,2018,2,"$305,000",-97.0609178,49.8565971
47 VINCENT MASSEY BLVD,6022892000,2018,2,"$270,000",-97.0674153,49.8671734
22 BRAMBLEFORDE CRES,8006638000,2018,2,"$425,900",-97.1216789,49.8034162
11 ASHFORD DR,8007315000,2018,2,"$305,000",-97.0997925,49.8139591
61 BRITANNICA RD,8007120700,2018,2,"$310,000",-97.1083433,49.8148797
90 BUCKLEY TROW BAY,8021249600,2018,2,"$445,000",-97.1003027,49.799233
122 BURLAND AVE,8007803000,2018,2,"$325,000",-97.110392,49.8025046
205 BARLOW CRES,8008262000,2018,2,"$370,000",-97.0946405,49.8136729
109 HARLESDEN DR,8006580000,2018,2,"$311,000",-97.0938231,49.8218768
421 FRASER RD,8007039500,2018,2,"$485,000",-97.117879,49.767964
12 MOHAWK BAY,6021283000,2018,2,"$275,000",-97.0896728,49.8591388
35 BROMTON RD,6007255000,2018,2,"$259,000",-97.0814053,49.8425652
3 BRERETON RD,6006036000,2018,2,"$314,500",-97.0739668,49.8537902
31 GASCON RD,8005328900,2018,2,"$300,000",-97.0924455,49.8300359
11 EASTOAK DR,6093145500,2018,2,"$567,000",-97.0736923,49.8275689
31 HAVERHILL CRES,6093200700,2018,2,"$491,000",-97.0783805,49.8321431
465 AULNEAU ST,6070581000,2018,2,"$475,000",-97.1189327,49.887099
395 DE LA MORENIE ST,6070871000,2018,2,"$280,000",-97.1130018,49.8849898
468 LANGEVIN ST,6070661000,2018,2,"$199,000",-97.117015,49.8872657
310 PROVENCHER BLVD,6060831000,2018,2,"$450,000",-97.1156154,49.8934503
23 BLENHEIM AVE,8000444500,2018,2,"$174,000",-97.109145,49.864676
110 BLENHEIM AVE,8000462000,2018,2,"$240,000",-97.1051078,49.8655477
73 EGERTON RD,8000423000,2018,2,"$365,000",-97.1033969,49.8696326
39 ELLESMERE AVE,8000287000,2018,2,"$246,000",-97.1084096,49.8675056
72 ESSEX AVE,8000350000,2018,2,"$243,000",-97.1068806,49.8684136
29 HARROWBY AVE,8000314500,2018,2,"$270,000",-97.1092004,49.8663917
77 PILGRIM AVE,8000728000,2018,2,"$180,000",-97.1048248,49.8626508
46 GLENVIEW AVE,8002076900,2018,2,"$315,000",-97.1167236,49.8475904
177 DES MEURONS ST,6080526000,2018,2,"$213,000",-97.1105608,49.8776115
42 GAUVIN ST,6090725000,2018,2,"$361,000",-97.1178329,49.872645
32 LENNOX AVE,8002218500,2018,2,"$207,000",-97.1104719,49.8488491
67 LENNOX AVE,8002223500,2018,2,"$307,000",-97.1086692,49.8498541
191 PORTLAND AVE,8081219455,2018,2,"$389,900",-97.10271,49.8473917
18 ST ELMO RD,8002003500,2018,2,"$215,000",-97.1050582,49.8538639
799 ST MARY'S RD,8001871000,2018,2,"$278,000",-97.1117316,49.8513136
26 BEECHTREE CRES,8004161600,2018,2,"$277,000",-97.1037929,49.8384598
40 HINDLEY AVE,8003735000,2018,2,"$199,900",-97.1095766,49.8395416
118 HINDLEY AVE,8003189000,2018,2,"$200,000",-97.103054,49.841548
77 TRAFFORD PK,8003885900,2018,2,"$210,000",-97.0957437,49.8416567
1442 MARS DR,3071453000,2018,2,"$349,000",-97.165452,49.841971
3 MERCURY BAY,3071188000,2018,2,"$325,000",-97.1682515,49.8459197
11 NEPTUNE BAY,3071292000,2018,2,"$307,000",-97.1652986,49.8451537
1144 PARKER AVE,12001942000,2018,2,"$255,000",-97.159386,49.849848
1111 ROSEMOUNT AVE,3072137000,2018,2,"$175,000",-97.1576977,49.849553
1051 ROYSE AVE,3070086000,2018,2,"$220,000",-97.1536687,49.8340292
930 SOMERVILLE AVE,3090673000,2018,2,"$334,011",-97.1483626,49.8486132
52 THATCHER DR,3053662000,2018,2,"$400,000",-97.1448588,49.8181723
67 KILLARNEY AVE,3042385700,2018,2,"$290,000",-97.1542491,49.7906058
55 MICHIGAN AVE,3040688000,2018,2,"$385,000",-97.140597,49.790023
47 ROCHESTER AVE,3042046000,2018,2,"$360,000",-97.1431881,49.7867105
620 TOWNSEND AVE,3043435300,2018,2,"$370,000",-97.1348644,49.8011978
3 VASSAR RD,3041532000,2018,2,"$385,000",-97.13742,49.794776
6 AVON GATE,10000160800,2018,2,"$415,000",-97.184781,49.84204
487 LINDENWOOD DR W,10006355900,2018,2,"$640,000",-97.196759,49.833985
148 LINDMERE DR,10006377200,2018,2,"$517,500",-97.2041074,49.8297171
47 RIDGEBURY PL,10000234400,2018,2,"$535,000",-97.193237,49.828109
274 BARNES ST,3068278400,2018,2,"$440,000",-97.161163,49.794694
78 HAWSTEAD RD,3068080700,2018,2,"$395,000",-97.168096,49.7854249
269 KIRKBRIDGE DR,3068026000,2018,2,"$371,000",-97.163669,49.781913
23 PARISIEN PL,3015337000,2018,2,"$355,000",-97.1636481,49.7690422
1489 CHANCELLOR DR,3067412000,2018,2,"$347,000",-97.1683828,49.8030852
118 QUINCY BAY,3067391000,2018,2,"$336,000",-97.1721165,49.8040333
148 APPLE HILL RD,3066357000,2018,2,"$390,000",-97.2011972,49.8158337
31 CLOVERWOOD RD,3066937000,2018,2,"$372,500",-97.2167713,49.8120483
7 LEANDER CRES,3091118600,2018,2,"$499,900",-97.2082713,49.8165127
1098 DES TRAPPISTES ST,3030812000,2018,2,"$300,000",-97.156902,49.762082
258 HOUDE DR,3014246600,2018,2,"$173,000",-97.1636749,49.7670505
108 LAKE FOREST RD,3091351100,2018,2,"$638,000",-97.1779365,49.8077311
3 GOLDFINCH WAY,3091414800,2018,2,"$525,000",-97.1810331,49.788346
43 LOEWEN PL,3092976230,2018,2,"$404,000",-97.1742778,49.7744173
38 SUNSTONE BAY,3092978745,2018,2,"$431,500",-97.1828504,49.7770816
75 VESTFORD PL,3091610500,2018,2,"$455,000",-97.188707,49.7855314
648 BRIDGE LAKE DR,3092991085,2018,2,"$364,655",-97.1962921,49.786249
425 WINDFLOWER RD,3092996020,2018,2,"$355,211.10",-97.2083426,49.7799552
143 LAKE BEND RD,3092974630,2018,2,"$690,000",-97.2117038,49.7962604
108 PARK EAST DR,3092986165,2018,2,"$360,000",-97.1963943,49.795854
660 FLEET AVE,12021082000,2018,2,"$215,000",-97.148708,49.868409
717 JESSIE AVE,12022230000,2018,2,"$280,000",-97.1521051,49.8704388
50 DUNDURN PL,12082994000,2018,2,"$343,500",-97.163659,49.8810941
1031 PALMERSTON AVE,12081436000,2018,2,"$333,000",-97.1756958,49.8777405
58 EAST GATE,12091825100,2018,2,"$380,000",-97.15592,49.877489
954 HECTOR AVE,12013849000,2018,2,"$225,000",-97.1585416,49.8585948
630 CAMBRIDGE ST,12031057000,2018,2,"$260,000",-97.1747971,49.8613663
918 LORETTE AVE,12015377000,2018,2,"$320,000",-97.1578354,49.8627612
668 ASH ST,12051012500,2018,2,"$543,111",-97.183276,49.8594324
615 CAMBRIDGE ST,12041336000,2018,2,"$270,000",-97.1753242,49.8622481
576 LINDSAY ST,12061710100,2018,2,"$319,900",-97.1937462,49.8619495
10 DEVONPORT BLVD,10002967900,2018,2,"$592,000",-97.21209,49.863191
359 ASH ST,12050325000,2018,2,"$571,000",-97.183239,49.8680315
346 ELM ST,12050470000,2018,2,"$350,000",-97.1798222,49.8682555
376 MONTROSE ST,12042469000,2018,2,"$433,500",-97.1784353,49.8672213
466 MONTROSE ST,12042444000,2018,2,"$406,000",-97.178663,49.864555
289 WATERLOO ST,12050246000,2018,2,"$385,000",-97.184524,49.870078
236 HANDSART BLVD,10002740000,2018,2,"$525,000",-97.217592,49.86691
224 BEAVERBROOK ST,12071348000,2018,2,"$285,000",-97.1990182,49.8726233
859 ELM ST,12051284100,2018,2,"$405,000",-97.181714,49.853482
740 NIAGARA ST,12052688000,2018,2,"$399,900",-97.1863724,49.8557033
74 DUNBAR CRES,10006200000,2018,2,"$788,000",-97.2199334,49.8510123
73 PARK PL E,10002695500,2018,2,"$550,000",-97.2176432,49.8476394
66 SWINDON WAY,10006121400,2018,2,"$505,000",-97.2147641,49.8540156
320 ARNOLD AVE,12012371000,2018,2,"$232,900",-97.1366807,49.8651093
482 BRANDON AVE,12013120000,2018,2,"$180,000",-97.1378827,49.8672182
393 CHURCHILL DR,12000142000,2018,2,"$407,000",-97.1231022,49.8586686
290 MONTGOMERY AVE,12000071000,2018,2,"$360,000",-97.1247563,49.8597967
214 MORLEY AVE,12012261000,2018,2,"$198,500",-97.13188,49.865764
223 HANEY ST,1001660400,2018,2,"$182,000",-97.2645709,49.86683
96 STOCKDALE ST,1000732500,2018,2,"$394,555",-97.2527236,49.8631791
413 OAKDALE DR,1002082000,2018,2,"$644,000",-97.270282,49.860064
46 WILLIAM MARSHALL WAY,1003351700,2018,2,"$680,000",-97.2904761,49.8604634
15 EVENWOOD CRES,1005445500,2018,2,"$235,000",-97.3183843,49.8545587
521 CHARLESWOOD RD,1004281900,2018,2,"$340,000",-97.3061889,49.861076
848 HANEY ST,1005924000,2018,2,"$680,000",-97.268252,49.847125
757 LAXDAL RD,1001510100,2018,2,"$295,000",-97.260318,49.850255
47 WHITETAIL DR,1000659300,2018,2,"$439,000",-97.253082,49.8538088
304 BROOKLYN ST,7000097000,2018,2,"$250,000",-97.2101073,49.883028
446 INGLEWOOD ST,7041414000,2018,2,"$226,446",-97.219579,49.887866
257 KING EDWARD ST,7569073300,2018,2,"$162,500",-97.208726,49.8815109
343 KING EDWARD ST,7000412000,2018,2,"$105,000",-97.208305,49.884592
338 BELVIDERE ST,7051758000,2018,2,"$300,000",-97.233048,49.882616
582 BRUCE AVE,7071654000,2018,2,"$325,000",-97.2720189,49.8828737
295 HARCOURT ST,7076051000,2018,2,"$213,000",-97.2690352,49.8816063
306 MORAY ST,7075827000,2018,2,"$336,000",-97.2630968,49.8792938
212 THOMPSON DR,7075898000,2018,2,"$260,000",-97.267282,49.8776961
237 WALLASEY ST,7073907000,2018,2,"$245,000",-97.264868,49.877794
415 WALLASEY ST,7074052000,2018,2,"$345,000",-97.2643732,49.8839229
108 BERNADINE CRES,7208128000,2018,2,"$230,108",-97.3214016,49.8853428
636 BUCHANAN BLVD,7212410000,2018,2,"$255,000",-97.3169867,49.8828899
912 BUCHANAN BLVD,7213370000,2018,2,"$235,000",-97.3161984,49.8906332
261 STRADFORD ST,7208554900,2018,2,"$255,000",-97.3187696,49.8971062
6 JEANNETTE BAY,7205547400,2018,2,"$319,900",-97.3224317,49.8758437
509 STEWART ST,7208920000,2018,2,"$180,000",-97.3180176,49.8798636
7 CARRIAGE BAY,7436860000,2018,2,"$326,000",-97.283841,49.888654
146 BRAINTREE CRES,7063871000,2018,2,"$218,700",-97.2605811,49.8889486
862 PARKHILL ST,7324980000,2018,2,"$265,000",-97.2930166,49.8908017
265 BRUCE AVE,7060120000,2018,2,"$215,000",-97.2553704,49.8829185
365 WHYTEWOLD RD,7062993000,2018,2,"$140,000",-97.2537829,49.8818115
536 COUNTRY CLUB BLVD,7565381000,2018,2,"$244,000",-97.2833954,49.8795641
26 WORDSWORTH WAY,7561840000,2018,2,"$347,500",-97.2894693,49.8741776
15 OAKDEAN CRES,7075025000,2018,2,"$436,000",-97.2748868,49.8774696
15 AMUNDSEN BAY,7550390000,2018,2,"$287,000",-97.294181,49.87927
185 RAQUETTE ST,7441316000,2018,2,"$255,000",-97.3057533,49.8702152
492 SUMACH ST,7439780200,2018,2,"$282,500",-97.302841,49.8808463
605 ELGIN AVE,13072058000,2018,2,"$162,000",-97.1528237,49.9045904
129 LANGSIDE ST,12090918000,2018,2,"$320,000",-97.1565515,49.8825105
155 MARYLAND ST,12090390000,2018,2,"$412,000",-97.1605685,49.8831135
205 MARYLAND ST,12090407000,2018,2,"$236,500",-97.1605232,49.8849871
583 YOUNG ST,13051400000,2018,2,"$275,000",-97.1544763,49.8975192
257 CHAMBERS ST,13082254000,2018,2,"$210,000",-97.1536989,49.907634
741 ELGIN AVE,13072132200,2018,2,"$190,000",-97.1584184,49.9063363
262 NORA ST,13082468000,2018,2,"$88,000",-97.1580866,49.9092031
687 AGNES ST,13041406000,2018,2,"$229,000",-97.1612515,49.8994247
909 ALVERSTONE ST,13030744000,2018,2,"$164,000",-97.169089,49.9038149
638 HOME ST,13031157000,2018,2,"$194,000",-97.167782,49.895604
779 HOME ST,13031314000,2018,2,"$182,000",-97.1669536,49.8995996
497 MARYLAND ST,13050136000,2018,2,"$180,000",-97.159754,49.8939747
363 AGNES ST,13041057000,2018,2,"$190,000",-97.1619403,49.8902542
371 BANNING ST,13022208000,2018,2,"$245,000",-97.1722931,49.8860734
646 ELLICE AVE,13041017000,2018,2,"$185,000",-97.1614086,49.8928597
535 INGERSOLL ST,13021098000,2018,2,"$235,000",-97.1744,49.886548
353 SIMCOE ST,13032052000,2018,2,"$128,000",-97.1665392,49.8903696
306 TORONTO ST,13040200000,2018,2,"$165,000",-97.1647326,49.8890469
1204 ALEXANDER AVE,13090094100,2018,2,"$162,000",-97.1754641,49.9142824
1208 ALEXANDER AVE,13090095100,2018,2,"$129,000",-97.1755908,49.9143714
1509 ELGIN AVE W,13070923000,2018,2,"$172,500",-97.1893799,49.9163409
2172 GALLAGHER AVE,13090778000,2018,2,"$73,000",-97.1821671,49.9180915
1504 LOGAN AVE,13090307000,2018,2,"$135,000",-97.1866028,49.9185877
1637 ROSS AVE W,13070627000,2018,2,"$125,000",-97.1943636,49.9186923
588 ASHBURN ST,13002349000,2018,2,"$260,000",-97.1903352,49.8834505
708 ASHBURN ST,13002441000,2018,2,"$215,000",-97.1901586,49.8863775
927 ASHBURN ST,13003336000,2018,2,"$178,000",-97.1892301,49.8919897
900 DOMINION ST,13012767000,2018,2,"$191,500",-97.1780621,49.8922066
633 SPRUCE ST,13010037000,2018,2,"$239,900",-97.187511,49.884665
907 STRATHCONA ST,13002563000,2018,2,"$160,000",-97.1905817,49.8902202
780 INGERSOLL ST,13021292000,2018,2,"$247,000",-97.1743642,49.8943666
1984 ALEXANDER AVE,7091220000,2018,2,"$176,000",-97.2047905,49.9236969
1803 BANNATYNE AVE W,7090222500,2018,2,"$121,000",-97.1965324,49.9169511
546 BURROWS AVE,14022405000,2018,2,"$89,900",-97.1452748,49.9190156
294 CHARLES ST,14032766000,2018,2,"$122,000",-97.1331482,49.9176033
465 PRITCHARD AVE,14020835000,2018,2,"$222,868.20",-97.142931,49.916151
638 PRITCHARD AVE,14010385000,2018,2,"$170,000",-97.1503489,49.9180906
704 PRITCHARD AVE,14010448000,2018,2,"$89,000",-97.1533052,49.9190446
739 SELKIRK AVE,14010684000,2018,2,"$152,500",-97.1542497,49.9188253
932 BURROWS AVE,14022516000,2018,2,"$228,000",-97.1609229,49.9240058
1043 BURROWS AVE,14031118000,2018,2,"$149,900",-97.1662215,49.9261999
443 ANDERSON AVE,14042516000,2018,2,"$180,000",-97.136326,49.924306
317 BANNERMAN AVE,14060252000,2018,2,"$199,900",-97.1303154,49.9265802
466A CATHEDRAL AVE,14052890000,2018,2,"$265,000",-97.136737,49.927082
274 CHURCH AVE,14042035000,2018,2,"$235,000",-97.130543,49.9229449
219 INKSTER BLVD,14070478000,2018,2,"$136,000",-97.125105,49.928095
313 LANSDOWNE AVE,14070544000,2018,2,"$175,000",-97.1281415,49.9299839
406 POLSON AVE,14061549000,2018,2,"$220,000",-97.1332235,49.9287753
547 REDWOOD AVE,14033181000,2018,2,"$88,000",-97.1435027,49.9215515
646 BOYD AVE,14040041000,2018,2,"$75,000",-97.1465994,49.9229598
694 BOYD AVE,14040150000,2018,2,"$170,000",-97.1482773,49.9234598
125 LUSTED AVE,14000692000,2018,2,"$230,000",-97.1302935,49.9095616
125 MAGNUS AVE,14022026000,2018,2,"$210,000",-97.1286888,49.9132813
499 JEFFERSON AVE,11020022000,2018,2,"$261,000",-97.1341834,49.9386571
561 JEFFERSON AVE,11020011000,2018,2,"$245,000",-97.1370169,49.9395691
565 JEFFERSON AVE,11020012000,2018,2,"$235,000",-97.1372341,49.9396362
562 MATHESON AVE,11010137000,2018,2,"$279,900",-97.1381443,49.9338154
357 ROYAL AVE,11051798325,2018,2,"$264,000",-97.1224806,49.9427429
459 SEMPLE AVE,11021097000,2018,2,"$276,500",-97.128961,49.9425211
331 SEVEN OAKS AVE,11010863000,2018,2,"$263,000",-97.1267561,49.9354119
841 ATLANTIC AVE,14062447000,2018,2,"$215,000",-97.1518702,49.9344258
884 POLSON AVE,14061995000,2018,2,"$258,000",-97.153219,49.9352329
234 SCOTIA ST,11000061000,2018,2,"$198,000",-97.1126819,49.9277034
812 AIRLIES ST,11040562000,2018,2,"$258,500",-97.1491237,49.9417199
47 CORALBERRY AVE,11041194000,2018,2,"$347,500",-97.1489075,49.9451951
41 MACKLIN AVE,11040636000,2018,2,"$282,500",-97.1540925,49.943345
44 MACKLIN AVE,11040672000,2018,2,"$245,000",-97.1548541,49.9430857
36 VIOLA ST,11041465000,2018,2,"$226,000",-97.1502849,49.9480488
61 KENVILLE CRES,5005328400,2018,2,"$265,000",-97.1772365,49.9571221
110 MADERA CRES,5004038000,2018,2,"$225,000",-97.1705422,49.9496218
117 MARGATE RD,5005540900,2018,2,"$295,000",-97.1774732,49.9519617
60 MARLOW CRT,5004709100,2018,2,"$193,400",-97.1717111,49.9446356
51 MARTELL CRES,5005208000,2018,2,"$264,900",-97.1680984,49.9515362
330 ARMSTRONG AVE,11032232000,2018,2,"$165,000",-97.118964,49.94562
329 LEILA AVE,11032221000,2018,2,"$240,000",-97.1196884,49.9446215
38 MCINNES PL,14098119000,2018,2,"$280,000",-97.200409,49.947034
31 BENDER BAY,5009102600,2018,2,"$255,000",-97.1613003,49.9415962
3 OAKGLEN PL,5009066800,2018,2,"$375,000",-97.158474,49.9553633
2 OAKHURST CRES,5009067000,2018,2,"$365,000",-97.1580355,49.9553774
197 ARTHUR WRIGHT CRES,5007167400,2018,2,"$287,500",-97.186186,49.949118
10 BACHMAN BAY,5007116800,2018,2,"$333,000",-97.1888404,49.9589868
83 FOXWARREN DR,5007375900,2018,2,"$376,000",-97.1926503,49.963099
190 VINCE LEAH DR,5002776700,2018,2,"$295,000",-97.0930889,49.9618752
18 HOLIDAY PL,5001450500,2018,2,"$284,900",-97.1422356,49.956667
2062 SINCLAIR ST,11051174100,2018,2,"$365,000",-97.1342009,49.9520516
98 AVERY DR,14097240000,2018,2,"$285,000",-97.2012884,49.9379618
79 KINVER AVE,14096775400,2018,2,"$267,000",-97.1991508,49.9446735
1823 MANITOBA AVE,14097470000,2018,2,"$265,000",-97.1994036,49.9339331
63 PALMS BLVD,14095054400,2018,2,"$313,000",-97.2097905,49.9406957
19 TALLMAN ST,14095209900,2018,2,"$297,500",-97.2191434,49.9407828
479 CASTLEBURY MEADOWS DR,14100127030,2018,2,"$328,488.30",-97.2154235,49.9572647
559 CASTLEBURY MEADOWS DR,14100127610,2018,2,"$359,703.50",-97.2123191,49.957259
3 ALLINCITE RD,5009422530,2018,2,"$375,900",-97.1773226,49.9697954
1387 LEILA AVE,5008011600,2018,2,"$318,500",-97.166031,49.959715
187 GORDON AVE,14083582000,2018,2,"$220,000",-97.1140423,49.9118896
485 HARBISON AVE W,14080790100,2018,2,"$237,000",-97.098997,49.912558
184 JOHNSON AVE W,14082977000,2018,2,"$80,000",-97.1129876,49.9136442
406 MARTIN AVE W,14080723000,2018,2,"$145,000",-97.1032037,49.9128897
401 OTTAWA AVE,2040760000,2018,2,"$327,519.30",-97.1025922,49.9177831
281 POPLAR AVE,14083236000,2018,2,"$169,900",-97.1094558,49.9119805
367 TWEED AVE,14090392000,2018,2,"$205,000",-97.1059962,49.9087735
437 TWEED AVE,14090362000,2018,2,"$157,000",-97.1025687,49.9081592
438 TWEED AVE,14090315100,2018,2,"$115,000",-97.1027248,49.9078379
595 HERBERT AVE,14092679000,2018,2,"$65,000",-97.098239,49.905082
537 JOHNSON AVE E,14083008000,2018,2,"$108,000",-97.0961986,49.9084496
615 JOHNSON AVE E,14083036000,2018,2,"$247,000",-97.092628,49.9072885
595 MARTIN AVE E,14081063000,2018,2,"$201,000",-97.0932626,49.9098767
563 WINDSOR AVE,14100106200,2018,2,"$210,000",-97.0958743,49.9074135
546 KENT RD,14081522100,2018,2,"$250,000",-97.0756186,49.9047119
938 TALBOT AVE,14092390000,2018,2,"$205,000",-97.0783521,49.9018899
359 BRONX AVE,2010672000,2018,2,"$200,000",-97.0977796,49.9247879
635 HENDERSON HWY,2001096000,2018,2,"$210,000",-97.107236,49.9236441
63 RIVERTON AVE,14091302000,2018,2,"$182,000",-97.1214941,49.910878
157 MOSSDALE AVE,2030152000,2018,2,"$289,000",-97.0994349,49.9342201
914 CONNERY AVE,2050786300,2018,2,"$172,500",-97.078807,49.90785
35 DONEGAL BAY,2050689000,2018,2,"$248,000",-97.0822433,49.9086107
925 NORWICH AVE,2050780000,2018,2,"$173,500",-97.078669,49.907461
27 BRIDGEWATER CRES,4001841000,2018,2,"$300,000",-97.0704627,49.940958
215 CHERITON AVE,4000065900,2018,2,"$290,000",-97.0907201,49.9390343
301 DONWOOD DR,4001874500,2018,2,"$296,000",-97.0717393,49.9428522
56 GEMINI AVE,4001668500,2018,2,"$302,000",-97.0705556,49.9393424
1146 KINGSFORD PL,4000662500,2018,2,"$255,000",-97.0734188,49.9332514
335 FOXDALE AVE,4001150700,2018,2,"$330,000",-97.0654582,49.9520511
1002 MCIVOR AVE,4003282600,2018,2,"$392,000",-97.0437344,49.9394687
18 MIDDLEHURST CRES,4003614600,2018,2,"$345,000",-97.0430193,49.9415518
98 SAGE WOOD AVE,4006794900,2018,2,"$291,000",-97.047827,49.9353762
163 ST MORITZ RD,4007139800,2018,2,"$419,000",-97.0400406,49.9379831
18 SUNRISE COVE,4003062000,2018,2,"$375,000",-97.0471505,49.9326809
63 THURLBY RD,4003245600,2018,2,"$314,000",-97.0447971,49.9394242
233 MAHONEE DR,4005392000,2018,2,"$367,500",-97.05199,49.92673
2098 HENDERSON HWY,4002429500,2018,2,"$450,000",-97.0694032,49.9594848
330 ANTRIM RD,4005192300,2018,2,"$299,900",-97.0772864,49.9222307
59 FLETT AVE,4005237300,2018,2,"$310,000",-97.0735165,49.9219381
19 HOBBS CRES,4002568100,2018,2,"$304,000",-97.0736207,49.9235412
1097 KIMBERLY AVE,2062574100,2018,2,"$225,000",-97.063372,49.914363
567 GREENE AVE,2021095000,2018,2,"$232,000",-97.0846059,49.926768
352 HAZEL DELL AVE,2020321000,2018,2,"$247,700",-97.0952542,49.9282425
230 ROBERTA AVE,2062807605,2018,2,"$297,480.60",-97.0979399,49.9315736
